Table,Year,Data_item,Region,State,Value,Units
Milk production,1999,Milk production,Mountain Region,Arizona,2931.00,Million pounds
Milk production,1999,Milk production,Mountain Region,Colorado,1728.00,Million pounds
Milk production,1999,Milk production,Mountain Region,Idaho,6453.00,Million pounds
Milk production,1999,Milk production,Mountain Region,Montana,303.00,Million pounds
Milk production,1999,Milk production,Mountain Region,Nevada,456.00,Million pounds
Milk production,1999,Milk production,Mountain Region,New Mexico,4724.00,Million pounds
Milk production,1999,Milk production,Mountain Region,Utah,1618.00,Million pounds
Milk production,1999,Milk production,Mountain Region,Wyoming,80.00,Million pounds
Milk production,1999,Milk production,Mountain Region,Total region,18293.00,Million pounds
Milk production,1999,Percent of U.S. milk production,Mountain Region,Arizona,1.80,Percent
Milk production,1999,Percent of U.S. milk production,Mountain Region,Colorado,1.06,Percent
Milk production,1999,Percent of U.S. milk production,Mountain Region,Idaho,3.97,Percent
Milk production,1999,Percent of U.S. milk production,Mountain Region,Montana,0.19,Percent
Milk production,1999,Percent of U.S. milk production,Mountain Region,Nevada,0.28,Percent
Milk production,1999,Percent of U.S. milk production,Mountain Region,New Mexico,2.91,Percent
Milk production,1999,Percent of U.S. milk production,Mountain Region,Utah,1.00,Percent
Milk production,1999,Percent of U.S. milk production,Mountain Region,Wyoming,0.05,Percent
Milk production,1999,Percent of U.S. milk production,Mountain Region,Total region,11.25,Percent
Milk production,1999,Milk production,West Coast,California,30444.00,Million pounds
Milk production,1999,Milk production,West Coast,Oregon,1665.00,Million pounds
Milk production,1999,Milk production,West Coast,Washington,5535.00,Million pounds
Milk production,1999,Milk production,West Coast,Total region,37644.00,Million pounds
Milk production,1999,Percent of U.S. milk production,West Coast,California,18.72,Percent
Milk production,1999,Percent of U.S. milk production,West Coast,Oregon,1.02,Percent
Milk production,1999,Percent of U.S. milk production,West Coast,Washington,3.40,Percent
Milk production,1999,Percent of U.S. milk production,West Coast,Total region,23.15,Percent
Milk production,1999,Milk production,Other States,Alaska,14.00,Million pounds
Milk production,1999,Milk production,Other States,Hawaii,120.00,Million pounds
Milk production,1999,Milk production,Other States,Total region,134.00,Million pounds
Milk production,1999,Percent of U.S. milk production,Other States,Alaska,0.01,Percent
Milk production,1999,Percent of U.S. milk production,Other States,Hawaii,0.07,Percent
Milk production,1999,Percent of U.S. milk production,Other States,Total region,0.08,Percent
Milk production,1999,Milk production,United States,Total region,162589.00,Million pounds
Milk production,1999,Percent of U.S. milk production,United States,Total region,100.00,Percent
Milk production,2000,Milk production,Northeast,Connecticut,480.00,Million pounds
Milk production,2000,Milk production,Northeast,Delaware,146.00,Million pounds
Milk production,2000,Milk production,Northeast,Maine,668.00,Million pounds
Milk production,2000,Milk production,Northeast,Maryland,1351.00,Million pounds
Milk production,2000,Milk production,Northeast,Massachusetts,376.00,Million pounds
Milk production,2000,Milk production,Northeast,New Hampshire,312.00,Million pounds
Milk production,2000,Milk production,Northeast,New Jersey,244.00,Million pounds
Milk production,2000,Milk production,Northeast,New York,11921.00,Million pounds
Milk production,2000,Milk production,Northeast,Pennsylvania,11156.00,Million pounds
Milk production,2000,Milk production,Northeast,Rhode Island,28.00,Million pounds
Milk production,2000,Milk production,Northeast,Vermont,2683.00,Million pounds
Milk production,2000,Milk production,Northeast,Total region,29365.00,Million pounds
Milk production,2000,Percent of U.S. milk production,Northeast,Connecticut,0.29,Percent
Milk production,2000,Percent of U.S. milk production,Northeast,Delaware,0.09,Percent
Milk production,2000,Percent of U.S. milk production,Northeast,Maine,0.40,Percent
Milk production,2000,Percent of U.S. milk production,Northeast,Maryland,0.81,Percent
Milk production,2000,Percent of U.S. milk production,Northeast,Massachusetts,0.22,Percent
Milk production,2000,Percent of U.S. milk production,Northeast,New Hampshire,0.19,Percent
Milk production,2000,Percent of U.S. milk production,Northeast,New Jersey,0.15,Percent
Milk production,2000,Percent of U.S. milk production,Northeast,New York,7.12,Percent
Milk production,2000,Percent of U.S. milk production,Northeast,Pennsylvania,6.66,Percent
Milk production,2000,Percent of U.S. milk production,Northeast,Rhode Island,0.02,Percent
Milk production,2000,Percent of U.S. milk production,Northeast,Vermont,1.60,Percent
Milk production,2000,Percent of U.S. milk production,Northeast,Total region,17.54,Percent
Milk production,2000,Milk production,Lake States,Michigan,5705.00,Million pounds
Milk production,2000,Milk production,Lake States,Minnesota,9493.00,Million pounds
Milk production,2000,Milk production,Lake States,Wisconsin,23259.00,Million pounds
Milk production,2000,Milk production,Lake States,Total region,38457.00,Million pounds
Milk production,2000,Percent of U.S. milk production,Lake States,Michigan,3.41,Percent
Milk production,2000,Percent of U.S. milk production,Lake States,Minnesota,5.67,Percent
Milk production,2000,Percent of U.S. milk production,Lake States,Wisconsin,13.89,Percent
Milk production,2000,Percent of U.S. milk production,Lake States,Total region,22.97,Percent
Milk production,2000,Milk production,Corn Belt,Illinois,2094.00,Million pounds
Milk production,2000,Milk production,Corn Belt,Indiana,2419.00,Million pounds
Milk production,2000,Milk production,Corn Belt,Iowa,3934.00,Million pounds
Milk production,2000,Milk production,Corn Belt,Missouri,2258.00,Million pounds
Milk production,2000,Milk production,Corn Belt,Ohio,4461.00,Million pounds
Milk production,2000,Milk production,Corn Belt,Total region,15166.00,Million pounds
Milk production,2000,Percent of U.S. milk production,Corn Belt,Illinois,1.25,Percent
Milk production,2000,Percent of U.S. milk production,Corn Belt,Indiana,1.45,Percent
Milk production,2000,Percent of U.S. milk production,Corn Belt,Iowa,2.35,Percent
Milk production,2000,Percent of U.S. milk production,Corn Belt,Missouri,1.35,Percent
Milk production,2000,Percent of U.S. milk production,Corn Belt,Ohio,2.66,Percent
Milk production,2000,Percent of U.S. milk production,Corn Belt,Total region,9.06,Percent
Milk production,2000,Milk production,Northern Plains,Kansas,1540.00,Million pounds
Milk production,2000,Milk production,Northern Plains,Nebraska,1255.00,Million pounds
Milk production,2000,Milk production,Northern Plains,North Dakota,686.00,Million pounds
Milk production,2000,Milk production,Northern Plains,South Dakota,1474.00,Million pounds
Milk production,2000,Milk production,Northern Plains,Total region,4955.00,Million pounds
Milk production,2000,Percent of U.S. milk production,Northern Plains,Kansas,0.92,Percent
Milk production,2000,Percent of U.S. milk production,Northern Plains,Nebraska,0.75,Percent
Milk production,2000,Percent of U.S. milk production,Northern Plains,North Dakota,0.41,Percent
Milk production,2000,Percent of U.S. milk production,Northern Plains,South Dakota,0.88,Percent
Milk production,2000,Percent of U.S. milk production,Northern Plains,Total region,2.96,Percent
Milk production,2000,Milk production,Appalachia,Kentucky,1695.00,Million pounds
Milk production,2000,Milk production,Appalachia,North Carolina,1189.00,Million pounds
Milk production,2000,Milk production,Appalachia,Tennessee,1405.00,Million pounds
Milk production,2000,Milk production,Appalachia,Virginia,1900.00,Million pounds
Milk production,2000,Milk production,Appalachia,West Virginia,265.00,Million pounds
Milk production,2000,Milk production,Appalachia,Total region,6454.00,Million pounds
Milk production,2000,Percent of U.S. milk production,Appalachia,Kentucky,1.01,Percent
Milk production,2000,Percent of U.S. milk production,Appalachia,North Carolina,0.71,Percent
Milk production,2000,Percent of U.S. milk production,Appalachia,Tennessee,0.84,Percent
Milk production,2000,Percent of U.S. milk production,Appalachia,Virginia,1.14,Percent
Milk production,2000,Percent of U.S. milk production,Appalachia,West Virginia,0.16,Percent
Milk production,2000,Percent of U.S. milk production,Appalachia,Total region,3.86,Percent
Milk production,2000,Milk production,Southeast,Alabama,348.00,Million pounds
Milk production,2000,Milk production,Southeast,Florida,2463.00,Million pounds
Milk production,2000,Milk production,Southeast,Georgia,1433.00,Million pounds
Milk production,2000,Milk production,Southeast,South Carolina,370.00,Million pounds
Milk production,2000,Milk production,Southeast,Total region,4614.00,Million pounds
Milk production,2000,Percent of U.S. milk production,Southeast,Alabama,0.21,Percent
Milk production,2000,Percent of U.S. milk production,Southeast,Florida,1.47,Percent
Milk production,2000,Percent of U.S. milk production,Southeast,Georgia,0.86,Percent
Milk production,2000,Percent of U.S. milk production,Southeast,South Carolina,0.22,Percent
Milk production,2000,Percent of U.S. milk production,Southeast,Total region,2.76,Percent
Milk production,2000,Milk production,Delta States,Arkansas,485.00,Million pounds
Milk production,2000,Milk production,Delta States,Louisiana,698.00,Million pounds
Milk production,2000,Milk production,Delta States,Mississippi,541.00,Million pounds
Milk production,2000,Milk production,Delta States,Total region,1724.00,Million pounds
Milk production,2000,Percent of U.S. milk production,Delta States,Arkansas,0.29,Percent
Milk production,2000,Percent of U.S. milk production,Delta States,Louisiana,0.42,Percent
Milk production,2000,Percent of U.S. milk production,Delta States,Mississippi,0.32,Percent
Milk production,2000,Percent of U.S. milk production,Delta States,Total region,1.03,Percent
Milk production,2000,Milk production,Southern Plains,Oklahoma,1314.00,Million pounds
Milk production,2000,Milk production,Southern Plains,Texas,5743.00,Million pounds
Milk production,2000,Milk production,Southern Plains,Total region,7057.00,Million pounds
Milk production,2000,Percent of U.S. milk production,Southern Plains,Oklahoma,0.78,Percent
Milk production,2000,Percent of U.S. milk production,Southern Plains,Texas,3.43,Percent
Milk production,2000,Percent of U.S. milk production,Southern Plains,Total region,4.22,Percent
Milk production,2000,Milk production,Mountain Region,Arizona,3033.00,Million pounds
Milk production,2000,Milk production,Mountain Region,Colorado,1924.00,Million pounds
Milk production,2000,Milk production,Mountain Region,Idaho,7223.00,Million pounds
Milk production,2000,Milk production,Mountain Region,Montana,338.00,Million pounds
Milk production,2000,Milk production,Mountain Region,Nevada,476.00,Million pounds
Milk production,2000,Milk production,Mountain Region,New Mexico,5236.00,Million pounds
Milk production,2000,Milk production,Mountain Region,Utah,1687.00,Million pounds
Milk production,2000,Milk production,Mountain Region,Wyoming,76.00,Million pounds
Milk production,2000,Milk production,Mountain Region,Total region,19993.00,Million pounds
Milk production,2000,Percent of U.S. milk production,Mountain Region,Arizona,1.81,Percent
Milk production,2000,Percent of U.S. milk production,Mountain Region,Colorado,1.15,Percent
Milk production,2000,Percent of U.S. milk production,Mountain Region,Idaho,4.31,Percent
Milk production,2000,Percent of U.S. milk production,Mountain Region,Montana,0.20,Percent
Milk production,2000,Percent of U.S. milk production,Mountain Region,Nevada,0.28,Percent
Milk production,2000,Percent of U.S. milk production,Mountain Region,New Mexico,3.13,Percent
Milk production,2000,Percent of U.S. milk production,Mountain Region,Utah,1.01,Percent
Milk production,2000,Percent of U.S. milk production,Mountain Region,Wyoming,0.05,Percent
Milk production,2000,Percent of U.S. milk production,Mountain Region,Total region,11.94,Percent
Milk production,2000,Milk production,West Coast,California,32245.00,Million pounds
Milk production,2000,Milk production,West Coast,Oregon,1640.00,Million pounds
Milk production,2000,Milk production,West Coast,Washington,5593.00,Million pounds
Milk production,2000,Milk production,West Coast,Total region,39478.00,Million pounds
Milk production,2000,Percent of U.S. milk production,West Coast,California,19.26,Percent
